,depth,Temp,Conductivity,Salinity,Sound Velocity,Density
0,0.0,27.795,25.916,14.903,1519.73,1007.42
1,1.0,26.944,51.204,30.866,1536.03,1020.66
2,2.0,26.919,52.321,32.957,1536.85,1021.29
3,3.0,26.919,52.868,33.378,1537.28,1021.58
4,4.0,26.919,52.978,33.505,1537.38,1021.65
5,5.0,26.919,52.993,33.53,1537.41,1021.66
6,6.0,26.922,53.02,33.542,1537.45,1021.68
7,7.0,26.93,53.024,33.543,1537.48,1021.67
8,8.0,26.919,53.024,33.545,1537.48,1021.69
9,9.0,26.919,53.024,33.55,1537.5,1021.69
10,10.0,26.919,53.038,33.552,1537.53,1021.7
11,11.0,26.922,53.024,33.553,1537.54,1021.7
12,12.0,26.919,53.039,33.555,1537.56,1021.71
13,13.0,26.919,53.034,33.557,1537.58,1021.72
14,14.0,26.901,53.026,33.559,1537.55,1021.73
15,15.0,26.91,53.039,33.563,1537.59,1021.73
16,16.0,26.899,53.039,33.568,1537.6,1021.75
17,17.0,26.894,53.032,33.567,1537.6,1021.75
18,18.0,26.899,53.034,33.567,1537.63,1021.75
19,19.0,26.869,53.009,33.579,1537.58,1021.77
20,20.0,26.818,53.009,33.597,1537.52,1021.81
21,21.0,26.713,52.847,33.597,1537.25,1021.83
22,22.0,26.304,52.531,33.61,1536.4,1022.01
23,23.0,26.193,52.401,33.619,1536.14,1022.04
24,24.0,26.054,52.221,33.595,1535.8,1022.06
25,25.0,25.784,51.903,33.564,1535.14,1022.13
26,26.0,25.465,51.517,33.549,1534.36,1022.2
27,27.0,24.977,51.157,33.622,1533.3,1022.42
28,28.0,24.82,51.157,33.726,1533.06,1022.56
29,29.0,24.766,51.139,33.748,1532.98,1022.6
30,30.0,24.581,50.915,33.742,1532.51,1022.64
31,31.0,24.491,50.868,33.754,1532.34,1022.69
32,32.0,24.481,50.868,33.77,1532.34,1022.71
33,33.0,24.472,50.884,33.794,1532.35,1022.73
34,34.0,24.464,50.947,33.839,1532.41,1022.77
35,35.0,24.551,51.111,33.893,1532.7,1022.8
36,36.0,24.673,51.343,33.981,1533.1,1022.83
37,37.0,24.735,51.61,34.115,1533.43,1022.92
38,38.0,24.672,51.734,34.279,1533.44,1023.05
39,39.0,24.622,51.904,34.409,1533.52,1023.2
40,40.0,24.64,51.946,34.448,1533.6,1023.21
41,41.0,24.658,51.974,34.461,1533.67,1023.21
42,42.0,24.689,52.048,34.49,1533.79,1023.23
43,43.0,24.709,52.098,34.509,1533.88,1023.25
44,44.0,24.699,52.118,34.527,1533.9,1023.27
45,45.0,24.648,52.081,34.542,1533.81,1023.3
46,46.0,24.571,51.993,34.531,1533.62,1023.32
47,47.0,24.472,51.87,34.516,1533.38,1023.34
48,48.0,24.407,51.779,34.495,1533.22,1023.36
49,49.0,24.27,51.55,34.441,1532.82,1023.34
50,50.0,24.025,51.23,34.399,1532.18,1023.38
51,51.0,23.98,51.248,34.423,1532.14,1023.44
52,52.0,23.95,51.26,34.449,1532.12,1023.48
53,53.0,23.823,51.082,34.418,1531.78,1023.49
54,54.0,23.486,50.695,34.395,1530.91,1023.57
55,55.0,23.431,50.656,34.404,1530.8,1023.6
56,56.0,23.382,50.594,34.398,1530.69,1023.61
57,57.0,23.353,50.565,34.395,1530.63,1023.62
58,58.0,23.351,50.565,34.397,1530.65,1023.63
59,59.0,23.353,50.58,34.402,1530.67,1023.64
60,60.0,23.373,50.595,34.408,1530.74,1023.63
61,61.0,23.39,50.626,34.412,1530.81,1023.64
62,62.0,23.392,50.641,34.417,1530.84,1023.65
63,63.0,23.392,50.641,34.419,1530.86,1023.66
64,64.0,23.392,50.636,34.411,1530.87,1023.66
65,65.0,23.349,50.557,34.398,1530.75,1023.66
66,66.0,23.343,50.554,34.394,1530.75,1023.66
67,67.0,23.314,50.518,34.377,1530.69,1023.67
68,68.0,23.246,50.413,34.339,1530.5,1023.67
69,69.0,23.104,50.192,34.291,1530.09,1023.67
70,70.0,22.82,49.858,34.267,1529.34,1023.73
71,71.0,22.668,49.73,34.276,1528.99,1023.79
72,72.0,22.653,49.715,34.283,1528.97,1023.8
73,73.0,22.653,49.715,34.287,1528.98,1023.81
