,depth,Temp,Conductivity,Salinity,Sound Velocity,Density
0,0.0,26.622,25.972,15.314,1517.34,1008.07
1,1.0,24.327,49.511,31.856,1530.48,1021.95
2,2.0,24.301,50.087,33.297,1530.92,1022.3
3,3.0,24.301,50.175,33.392,1531.01,1022.35
4,4.0,24.291,50.22,33.429,1531.04,1022.39
5,5.0,24.291,50.236,33.447,1531.07,1022.4
6,6.0,24.291,50.251,33.46,1531.1,1022.42
7,7.0,24.271,50.266,33.477,1531.09,1022.45
8,8.0,24.261,50.272,33.507,1531.1,1022.46
9,9.0,24.299,50.462,33.642,1531.33,1022.54
10,10.0,24.656,51.113,33.803,1532.46,1022.6
11,11.0,24.705,51.178,33.841,1532.61,1022.6
12,12.0,24.731,51.243,33.856,1532.72,1022.62
13,13.0,24.755,51.264,33.868,1532.79,1022.61
14,14.0,24.777,51.328,33.886,1532.9,1022.64
15,15.0,24.784,51.34,33.899,1532.93,1022.64
16,16.0,24.766,51.34,33.903,1532.92,1022.66
17,17.0,24.755,51.325,33.904,1532.91,1022.66
18,18.0,24.745,51.31,33.904,1532.9,1022.67
19,19.0,24.717,51.279,33.906,1532.84,1022.68
20,20.0,24.675,51.262,33.903,1532.78,1022.71
21,21.0,24.476,50.974,33.865,1532.23,1022.73
22,22.0,24.316,50.785,33.837,1531.84,1022.77
23,23.0,24.212,50.704,33.851,1531.62,1022.81
24,24.0,24.186,50.77,33.92,1531.64,1022.88
25,25.0,24.186,50.856,33.98,1531.73,1022.93
26,26.0,24.124,50.81,33.994,1531.61,1022.96
27,27.0,24.062,50.75,34.003,1531.48,1022.98
28,28.0,24.01,50.72,34.009,1531.37,1023.02
29,29.0,23.987,50.691,34.01,1531.33,1023.02
30,30.0,23.915,50.607,34.0,1531.16,1023.05
31,31.0,23.819,50.5,33.995,1530.93,1023.07
32,32.0,23.772,50.462,33.998,1530.83,1023.1
33,33.0,23.69,50.372,33.995,1530.64,1023.12
34,34.0,23.623,50.304,33.996,1530.49,1023.14
35,35.0,23.606,50.311,34.007,1530.48,1023.17
36,36.0,23.565,50.281,34.019,1530.4,1023.19
37,37.0,23.535,50.266,34.032,1530.36,1023.21
38,38.0,23.518,50.266,34.04,1530.35,1023.23
39,39.0,23.466,50.204,34.041,1530.22,1023.24
40,40.0,23.395,50.145,34.048,1530.07,1023.27
41,41.0,23.323,50.099,34.064,1529.93,1023.32
42,42.0,23.223,50.023,34.085,1529.71,1023.36
43,43.0,23.141,49.958,34.1,1529.53,1023.4
44,44.0,22.998,49.821,34.111,1529.19,1023.45
45,45.0,22.872,49.721,34.13,1528.91,1023.5
46,46.0,22.834,49.706,34.143,1528.85,1023.53
47,47.0,22.817,49.691,34.148,1528.82,1023.55
48,48.0,22.766,49.661,34.17,1528.72,1023.57
49,49.0,22.672,49.646,34.227,1528.57,1023.65
50,50.0,22.617,49.661,34.279,1528.5,1023.71
51,51.0,22.591,49.676,34.305,1528.48,1023.75
52,52.0,22.569,49.676,34.321,1528.46,1023.77
